0	0	0	1	0	0.0106	0.0340	0	0	0	0	0	0	0	1	0	0.0000	0.3333	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.0000	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0	0	0	1	0	0.0002	0.0008	1	0	0	0	0	0	0	0	1	0.0000	0.8333	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0000	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0.0109	0.0388	0	0	0	0	0	0	0	1	0	0.3333	0.5000	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0.0000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
0	0	0	0	1	0.0308	0.0981	0	1	0	0	0	0	0	0	0	0.3333	0.3333	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1	0	0	0	0	0.0318	0.1081	0	0	0	0	0	0	1	0	0	0.3333	0.6667	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.1111	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0.0762	0.1241	0	0	1	0	0	0	0	0	0	0.2222	0.5000	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0	1	0	0	0	0.0112	0.1234	0	1	0	0	0	0	0	0	1	0.0000	0.5000	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0.0000	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
0	0	0	1	0	0.0188	0.0462	0	0	1	0	0	0	0	0	0	0.0000	0.5000	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1.0000	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0	0	0	1	0	0.0407	0.0915	0	0	1	0	0	0	0	0	0	0.3333	0.5000	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0000	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0
0	0	0	1	0	0.0208	0.0533	0	0	1	0	0	0	0	0	0	0.3333	0.6667	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0000	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0	0	0	1	0	0.0034	0.0095	0	0	0	0	0	1	0	0	0	0.0000	0.5000	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
0	0	0	0	1	0.0289	0.1232	0	0	1	0	0	0	0	0	0	0.2222	0.5000	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0.0000	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	0.0158	0.0668	0	1	0	0	0	0	0	0	0	0.0000	0.3333	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0.0000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	1	0	0	0.0166	0.0161	0	0	0	1	0	0	0	0	0	0.3333	0.5000	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0.0000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
