0.567164179	0.562406015	0	0.747663551	0.648214286	0.990338164	0.691449814	1	1	1	0	0	0	0	0	0
0.71641791	0.52481203	0.198218263	0.666666667	0.478571429	0.922705314	0.776951673	1	1	1	0	0	0	0	0	0
0.779192274	0.578947368	0.20935412	0.6105919	0.432142857	0.937198068	0.781598513	1	1	1	0	0	0	0	0	0
0.714223003	0.627067669	0.178173719	0.68847352	0.5	0.90821256	0.74070632	1	1	1	0	0	0	0	0	0
0.72475856	0.618045113	0.19376392	0.704049844	0.416071429	0.911433172	0.75464684	1	1	1	0	0	0	0	0	0
0.788849868	0.690225564	0.195991091	0.585669782	0.435714286	0.896940419	0.75464684	1	0.490196078	1	0	0	0	0	0	0
0.724319579	0.613533835	0.198218263	0.735202492	0.414285714	0.906602254	0.74535316	1	1	1	0	0	0	0	0	0
0.718612818	0.636090226	0.195991091	0.763239875	0.3875	0.90821256	0.738847584	1	1	1	0	0	0	0	0	0
0.647497805	0.502255639	0.202672606	0.663551402	0.594642857	0.909822866	0.733271375	1	1	1	0	0	0	0	0	0
0.7190518	0.658646617	0.198218263	0.666666667	0.432142857	0.90821256	0.723977695	1	0.784313725	1	0	0	0	0	0	0
0.799824407	0.70075188	0.229398664	0.604361371	0.394642857	0.892109501	0.752788104	1	0.529411765	1	0	0	0	0	0	0
0.715539947	0.688721805	0.184855234	0.69470405	0.428571429	0.903381643	0.709107807	1	1	1	0	0	0	0	0	0
0.791922739	0.676691729	0.236080178	0.654205607	0.380357143	0.888888889	0.756505576	1	0.529411765	1	0	0	0	0	0	0
0.722124671	0.679699248	0.207126949	0.69470405	0.392857143	0.913043478	0.725836431	1	0.666666667	1	0	0	0	0	0	0
0.715539947	0.717293233	0.200445434	0.682242991	0.378571429	0.906602254	0.714684015	1	1	1	0	0	0	0	0	0
0.71641791	0.687218045	0.211581292	0.707165109	0.3875	0.906602254	0.724907063	1	1	1	0	0	0	0	0	0
0.706321335	0.706766917	0.182628062	0.728971963	0.410714286	0.901771337	0.696096654	1	1	1	0	0	0	0	0	0
0.525460931	0.454135338	0.142538976	0.813084112	0.723214286	0.975845411	0.654275093	1	1	1	0	0	0	0	0	0
0.650570676	0.523308271	0.169265033	0.722741433	0.5875	0.990338164	0.678438662	1	1	1	0	0	0	0	0	0
0.727831431	0.655639098	0.211581292	0.563862928	0.478571429	0.913043478	0.720260223	1	0.862745098	1	0	0	0	0	0	0
0.721246708	0.685714286	0.20935412	0.626168224	0.475	0.913043478	0.712825279	1	0.62745098	1	0	0	0	0	0	0
0.62642669	0.392481203	0.16481069	1	0.605357143	0.995169082	0.668215613	1	1	1	0	0	0	0	0	0
0.72739245	0.691729323	0.19376392	0.68847352	0.467857143	0.904991948	0.696096654	1	1	1	0	0	0	0	0	0
0.720807726	0.687218045	0.204899777	0.669781931	0.426785714	0.900161031	0.706319703	1	1	1	0	0	0	0	0	0
0.734416155	0.601503759	0.220489978	0.732087227	0.457142857	0.919484702	0.721189591	1	1	1	0	0	0	0	0	0
0.715100966	0.661654135	0.211581292	0.713395639	0.430357143	0.895330113	0.711895911	1	1	1	0	0	0	0	0	0
0.7023705	0.627067669	0.224944321	0.651090343	0.494642857	0.904991948	0.721189591	1	1	1	0	0	0	0	0	0
0.733977173	0.678195489	0.224944321	0.676012461	0.423214286	0.909822866	0.721189591	1	1	1	0	0	0	0	0	0
0.71334504	0.72481203	0.216035635	0.644859813	0.403571429	0.90821256	0.710966543	1	1	1	0	0	0	0	0	0
0.706321335	0.646616541	0.222717149	0.691588785	0.455357143	0.903381643	0.715613383	1	1	1	0	0	0	0	0	0
0.71334504	0.711278195	0.207126949	0.685358255	0.416071429	0.901771337	0.697026022	1	0.725490196	1	0	0	0	0	0	0
0.722563652	0.682706767	0.220489978	0.735202492	0.382142857	0.909822866	0.710037175	1	1	1	0	0	0	0	0	0
0.710272169	0.681203008	0.224944321	0.707165109	0.435714286	0.901771337	0.709107807	0.971428571	0.568627451	1	0	0	0	0	0	0
0.719929763	0.723308271	0.227171492	0.660436137	0.360714286	0.903381643	0.710037175	1	0.882352941	1	0	0	0	0	0	0
0.706760316	0.705263158	0.211581292	0.672897196	0.439285714	0.90821256	0.691449814	1	1	1	0	0	0	0	0	0
0.801580334	0.615037594	0.231625835	0.713395639	0.476785714	0.909822866	0.708178439	1	1	1	0	0	0	0	0	0
0.651448639	0.52481203	0.213808463	0.679127726	0.642857143	0.917874396	0.68866171	0.965079365	1	1	0	0	0	0	0	0
0.700614574	0.697744361	0.224944321	0.669781931	0.4375	0.896940419	0.69795539	1	1	1	0	0	0	0	0	0
0.517998244	0.476691729	0.14922049	0.943925234	0.65	0.982286634	0.615241636	1	1	1	0	0	0	0	0	0
0.517998244	0.476691729	0.14922049	0.943925234	0.65	0.982286634	0.615241636	1	1	1	0	0	0	0	0	0
0.7023705	0.690225564	0.220489978	0.741433022	0.425	0.896940419	0.689591078	1	1	1	0	0	0	0	0	0
0.7190518	0.702255639	0.23830735	0.716510903	0.394642857	0.904991948	0.701672862	1	1	1	0	0	0	0	0	0
0.708516242	0.627067669	0.244988864	0.676012461	0.473214286	0.904991948	0.706319703	1	1	1	0	0	0	0	0	0
0.519315189	0.54887218	0.144766147	0.866043614	0.651785714	0.972624799	0.599442379	1	1	1	0	0	0	0	0	0
0.705443371	0.69924812	0.236080178	0.719626168	0.439285714	0.900161031	0.690520446	1	0.411764706	1	0	0	0	0	0	0
0.655399473	0.584962406	0.224944321	0.669781931	0.617857143	0.911433172	0.668215613	1	1	1	0	0	0	0	0	0
0.669007902	0.630075188	0.249443207	0.722741433	0.480357143	0.90821256	0.68401487	1	0.68627451	1	0	0	0	0	0	0
0.318700615	0.509774436	0.175946548	0.869158879	0.685714286	0.996779388	0.592007435	1	0.803921569	1	0	0	0	0	0	0
0.513608428	0.627067669	0.160356347	0.84423676	0.610714286	0.979066023	0.573420074	1	1	1	0	0	0	0	0	0
0.656277436	0.571428571	0.25389755	0.707165109	0.594642857	0.904991948	0.676579926	1	1	1	0	0	0	0	0	0
0.471027217	0.55037594	0.171492205	0.931464174	0.653571429	0.985507246	0.569702602	1	0.68627451	1	0	0	0	0	0	0
0.643985953	0.628571429	0.258351893	0.691588785	0.544642857	0.903381643	0.655204461	1	0.784313725	1	0	0	0	0	0	0
0.695785777	0.593984962	0.360801782	0.719626168	0.458928571	0.911433172	0.665427509	1	1	1	0	0	0	0	0	0
0.683055312	0.637593985	0.367483296	0.691588785	0.457142857	0.911433172	0.661710037	1	1	1	0	0	0	0	0	0
0.708955224	0.627067669	0.374164811	0.68847352	0.433928571	0.917874396	0.666356877	1	0.823529412	1	0	0	0	0	0	0
0.712906058	0.741353383	0.396436526	0.68847352	0.305357143	0.909822866	0.662639405	1	0.529411765	1	0	0	0	0	0	0
0.956101844	0.660150376	0.227171492	0.741433022	0.433928571	0.900161031	0.728624535	1	0.392156863	1	0	0	0	0	0	0
0.688762072	0.678195489	0.224944321	0.68847352	0.439285714	0.903381643	0.721189591	1	1	1	0	0	0	0	0	0
0.719490781	0.586466165	0.167037862	0.725856698	0.432142857	0.904991948	0.758364312	1	1	1	0	0	0	0	0	0
0.719490781	0.6	0.184855234	0.719626168	0.467857143	0.90821256	0.73605948	1	0.784313725	1	0	0	0	0	0	0
0.653204565	0.568421053	0.19376392	0.744548287	0.494642857	0.977455717	0.690520446	1	1	1	0	0	0	0	0	0
0.621597893	0.536842105	0.202672606	0.679127726	0.658928571	0.980676329	0.698884758	0.780952381	1	1	0	0	0	0	0	0
