hair	feathers	eggs	milk	airborne	aquatic	predator	toothed	backbone	bretahes	venomous	fins	legs	tail	domestic	catsize	class1	class2	class3	class4	class5	class6	class7
1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1
0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0
0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1
0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0
0	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1
0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0
0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0
0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1
0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1
1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
