0.75,0.428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.870967742,0.086492074,0.101325202,0.090909091,0.192926045,0.423529412,0.7,0,0
0.75,0.285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.927741935,0.118194349,0.775419256,0.11942959,0.508038585,0.211764706,0.055555556,0,0
0.75,0.285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.927741935,0.146795314,0.796294125,0.11942959,0.398713826,0.211764706,0.1,0,0
0.875,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.941935484,0.11095796,0.08162308,0.160427807,0.196141479,0.964705882,0.4,0.03125,0
0.875,0.571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.910967742,0.172984149,0.110589891,0.171122995,0.295819936,0.988235294,0.155555556,0,0
0.875,0.571428571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.949677419,0.290144728,0.563035065,0.262032086,0.643086817,0.164705882,0.555555556,0,0
0.875,0.571428571,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.949677419,0.302549966,0.57194793,0.151515152,0.704180064,0.141176471,0.3,0,0
0.875,0.571428571,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.939354839,0.49724328,0.703999062,0.190730838,0.186495177,0.835294118,0.2,0,0
0.875,0.571428571,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.932903226,0.44245348,0.802978773,0.124777184,0.350482315,0.564705882,0.555555556,0,0
0.75,0.428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.952258065,0.299448656,0.810015246,0.126559715,0.662379421,0.294117647,0.4,0,0
0.75,0.428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.952258065,0.299448656,0.810015246,0.126559715,0.501607717,0.423529412,0.755555556,0,0
0.75,0.428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.956129032,0.248449345,0.826902779,0.40285205,0.549839228,0.270588235,0.4,0,0
0.625,0.428571429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.578064516,0.240179187,0.770962824,0.01426025,0.475884244,0.670588235,0.7,0,0
